Composante1,Composante2,Composante3
-3.240058162411465,-1.2539968395614784,-2.051801757108737
-3.1985945399340285,-1.2933086159424578,-2.042106525407646
-2.5693816322970435,-1.274942681090031,-1.794356442539368
-2.482157886918288,-1.29290462640919,-1.747169225220356
-2.382508486053302,-1.3140478648964058,-1.7236415812352777
-2.3718170244912296,-1.3318844919788888,-1.7320931386425145
-2.4610502117511484,-1.3364891845817746,-1.7593088131180317
-2.5005349171692473,-1.3353989514784845,-1.819573049491299
-2.672370035206084,-1.3606018138912568,-1.8603191140062891
-2.699305337798999,-1.3990348400256267,-1.89033047904125
-2.629687527842557,-1.3942876844342078,-1.8797284309135691
-2.671611121670764,-1.406343335831005,-1.85364617309848
-2.770205456285038,-1.4065706525820638,-1.920361459921755
-2.8411151651597946,-1.4269476472093345,-1.9027305635298495
-2.792272800788863,-1.4359409358885618,-1.9486396477738437
-2.748236310564392,-1.4272020900836164,-1.879011057416812
-2.677139005046649,-1.4350244640207739,-1.9927552506118575
-2.8175517195663597,-1.3616857886660871,-2.0395323063249866
-2.891045998770575,-1.2708947065061347,-2.0821237073239574
-2.9982451652329254,-1.2247502405441515,-2.057229949583227
-3.0369186958977297,-1.1653099366506838,-2.0193351602066567
-2.874640435358983,-1.0662753700129821,-1.9202664143883792
-2.8662397230081638,-1.0154132173018109,-1.8954585016557255
-2.9503179342311285,-0.9932737419904286,-1.904473077588674
-3.001414230901219,-0.9626976167247464,-1.9027621690991108
-2.7555269480323483,-0.9049291250502124,-1.8040405440313947
-2.7406768278444082,-0.8981779481234516,-1.7549779626503577
-2.7631869709130528,-0.8801367960069647,-1.7372029574499102
-2.5772792090634296,-0.6764209639774171,-1.5330612241695607
-2.577894877034138,-0.6524437608482437,-1.558716132078508
-2.457465236323435,-1.074946847929027,-1.5899748257455297
-2.564510469126707,-1.1214526034858991,-1.6475445666929256
-2.8025432438555553,-1.1646015470492947,-1.721972325990319
-2.906938966230466,-1.1941103633720391,-1.795927726860917
-3.137140357333233,-1.244762450845756,-1.8521444097298156
-3.208311573191587,-1.266189250932993,-1.9253422950960355
-3.414439121082362,-1.2813741552311164,-1.9844034453489965
-3.48892711505964,-1.3156249989764348,-2.055157524463626
-3.6709698828738238,-1.353490057584691,-2.0987787504499296
-3.760486690439412,-1.3744742088291881,-2.1248140470576606
-3.9103809690085964,-1.3863582340992986,-2.1842865357916676
-3.946006713929465,-1.4120547382157025,-2.2134680100338207
-3.904334195461173,-1.427644380823438,-2.2111783844932735
-3.9101654644415205,-1.4409436626951946,-2.1974074028394166
-3.9389898336646274,-1.4429624087883837,-2.197219309538191
-3.9846888771163815,-1.4528629219945608,-2.2255941457100548
-4.015475957965742,-1.4469390300077436,-2.2501209309886683
-4.042739102567981,-1.4640501699924617,-2.2682085938991694
-4.022502318096429,-1.4650496788687974,-2.284086141430896
-3.9266399427788636,-1.4665179826550199,-2.347053885378292
-3.904890408132881,-1.4423459524387374,-2.349968695745657
-3.9289479668472183,-1.385352230541846,-2.339663990840987
-3.955695220354619,-1.3263328828332521,-2.3394579073292845
-4.018233574274593,-1.2764839549933085,-2.316755467538225
-4.081202883550553,-1.2029434589289223,-2.3223549127783505
-4.150606403975933,-1.1592075750833606,-2.279421040612682
-4.236034243628661,-1.1179888444986918,-2.2948084002868336
-4.227698931715494,-1.074886838747588,-2.3112564184292297
-4.181763086796741,-1.0400989591068837,-2.204850118137923
-4.188266271039407,-1.0035603676007545,-2.2218164263963707
-4.208192033341436,-0.9699558251996993,-2.1955277418266936
-4.213356334192204,-0.9335127313787823,-2.216717050523583
-4.268313077764964,-0.8979500141602812,-2.208706059822141
-4.310125536172542,-0.9023587791472515,-2.1913110263178353
-4.269429716770098,-0.8755482256702584,-2.146652249238021
-4.241700941252024,-0.8371473871859718,-2.159931278593793
-4.073174183045542,-0.8122162482315017,-2.0250419884083684
-4.0035973565431435,-0.7895592976430243,-2.034929663724604
-3.9811374878154595,-0.7846514129824644,-2.011843563307261
-3.9625386100742785,-0.7469112276693741,-1.9902189044717153
-3.9717680523137338,-0.7511812039831576,-1.9809537101274697
-4.0121358456417235,-0.7411164799422025,-1.994754869357795
-4.053380277099644,-0.716720086453512,-1.9759064751914281
-4.018698835058813,-0.7103345546147324,-1.9670256301054754
-4.018921927969361,-0.698288740299071,-1.9761202603856816
-4.028715421738301,-0.6807627669650553,-1.9616244131733684
-4.061615276056132,-0.6838859231435435,-1.9537601198242005
-4.098863128852295,-0.6734874130187153,-1.9725573754711268
-4.165397434806135,-0.6817359114106177,-1.9879859160433562
-4.2111416710878915,-0.6618058035041113,-1.933497574507413
-4.176434644098029,-0.691607986925348,-1.901420895597533
-4.131363507285202,-0.7362069876797613,-1.8819635424097163
-4.091330159859118,-0.8707347488078987,-1.9373551415138905
-4.125575336986427,-0.9459235395651289,-1.9718387980771686
-4.12835861240696,-0.9992767548280339,-1.9910354971150015
-4.166826470029742,-1.039801972783191,-2.0492448722698815
-4.2162520700097295,-1.0904173292423924,-2.058264801110989
-4.195400923453116,-1.1431480524725202,-2.067241409361001
-4.16443984013713,-1.162368768878765,-2.083451101664346
-4.125558665673856,-1.2100286640572369,-2.067743187755886
-4.116619860111143,-1.2194845797987524,-2.059960947343552
-4.080658216778289,-1.2713807035775644,-2.0878586661643093
-4.039339007703714,-1.281876742324063,-2.0638404074636405
-3.992571107940368,-1.2987333830096783,-2.0937250917632104
-3.9918119465400723,-1.308129832538953,-2.0719032237505774
-4.007776739030088,-1.3297131149705497,-2.09556730411667
-3.993282015240448,-1.3512400427487108,-2.117034407468907
-4.054898724287224,-1.378969903769785,-2.143387999561536
-4.089406574268779,-1.3864342526810634,-2.116786238637338
-4.15352804379811,-1.4000077502417487,-2.146984501664892
-4.170761476009589,-1.4002794607251263,-2.2070727523474902
-4.119076427516639,-1.4060741695826866,-2.1895985735652883
-4.100122562572337,-1.4237320055859557,-2.146881908096749
-4.0847172521102655,-1.4254697544763109,-2.18549040546959
-4.0849444165170405,-1.4310076506857448,-2.1758225182245594
-4.124881722022478,-1.443050534179553,-2.139680132339257
-4.151525874011312,-1.4557290715704383,-2.173849168022532
-4.17464075985323,-1.4448791190093286,-2.295673340053592
-4.180304332655907,-1.4345504148545265,-2.313389905213128
-4.265260716506402,-1.3541214978792873,-2.363199262060906
-4.3400756635026845,-1.2957736117379974,-2.3308424238717524
-4.430933674797619,-1.2504686357878443,-2.3521679042922075
-4.525912304218406,-1.1492336775441752,-2.3125248717270566
-4.617570533558743,-1.098312189666215,-2.319343858540196
-4.649232845791671,-1.0810294202146806,-2.291170283937932
-4.72551878732656,-1.0287063045244151,-2.2931453707964966
-4.7519605362456545,-0.9991055244047411,-2.284824024390337
-4.806727374270082,-0.9544648291024854,-2.2849457028661897
-4.839464081669211,-0.9323424535753888,-2.3048241039006103
-4.6530856948641715,-0.8915508998595888,-2.2307628160978266
-4.62343417309645,-0.8638526815171218,-2.2012052294174476
-4.585075606422878,-0.8534291216274148,-2.130548606158623
-4.601826760263886,-0.8371652541179073,-2.1195599025172296
-4.600727669969063,-0.8089686399933511,-2.0673633186973577
-4.625148086834021,-0.7784233784513933,-2.108974837048659
-4.6225962184977325,-0.7701404559265996,-2.132350958431342
-4.553900930811141,-0.7421066682501818,-2.029104970825022
-4.539834430626996,-0.7387874038933896,-2.0680722142642267
-4.4830461664068295,-0.7220126753412468,-1.9858655306715791
-4.422417559105496,-0.6894127610153514,-1.9724066450787436
-4.309978010459986,-0.68510669441461,-1.9523652896259212
-4.254563152863413,-0.6749405414038072,-1.8931228408040985
-4.18418244081865,-0.6668386242541091,-1.8840639207623957
-4.185618017193854,-0.6608188449939996,-1.8787640766002183
-4.196364259088006,-0.629096557445585,-1.8620636201182417
-4.08100407413017,-0.6248253209855416,-1.839198290689795
-4.052332590299209,-0.6169000211857598,-1.7207305646607385
-4.055553999313838,-0.6374693141778303,-1.6710879224905695
-3.9646045969941097,-0.6941667381481186,-1.6834640605998674
-3.754572519948652,-0.7655615658061246,-1.6296596412593005
-3.432286005341777,-0.8082568234026761,-1.5399887057722084
-3.295836585891945,-0.872677546854352,-1.5165025833455397
-3.2083343744072654,-0.9117603068963531,-1.4678066358067339
-3.1632494853661766,-0.974585601105346,-1.5315940828214372
-3.144398216105725,-1.0248436813120698,-1.5456442712911664
-3.086457806469826,-1.0460377980028839,-1.5223460762241312
-3.0367255772018904,-1.0847777728657555,-1.5247889967906447
-2.799557805847007,-1.100660161274661,-1.4169684557376583
-2.7894266728233363,-1.1371527791616365,-1.4144015854338494
-2.720162649016611,-1.1421506727906905,-1.43422755597619
-2.7381439780697225,-1.184318252044942,-1.4269420676470705
-2.800622548586116,-1.1981434396046813,-1.4625645898930921
-2.8253815211394873,-1.203942603634886,-1.4659928627528027
-2.7625946611309784,-1.2221256194091439,-1.4558303964157802
-2.7080511644221614,-1.2344606275749497,-1.4636921454845748
-2.717372470094191,-1.2529679947986383,-1.4433908457815838
-2.733048371467007,-1.252499852452042,-1.4976937563353188
-2.8467181411467553,-1.2842798020267283,-1.5057779940001277
-2.909041651886382,-1.3078272490498724,-1.5507084428678566
-3.0336182865764245,-1.3029453177850439,-1.6157164074937491
-3.0778255960736205,-1.3301660795960744,-1.590535125273976
-3.177601720198445,-1.3450400930174673,-1.6340844959884444
-3.2139520408037536,-1.3459785899797434,-1.6729460651606611
-3.2696045144214083,-1.349096780767667,-1.6760999685703026
-3.2944397831152776,-1.3621196531821138,-1.7195463019277364
-3.3377153202768914,-1.3589488280741018,-1.7102278446303592
-3.4006715938440983,-1.3580209533292948,-1.8748663065853945
-3.4764765122073205,-1.335375352716218,-1.9188234491099794
-3.6144780863487793,-1.2923819888440755,-1.9458217676497114
-3.7309871044772978,-1.2261315694089967,-1.9174700827194704
-3.7973172379408315,-1.1710657843107852,-1.9595615830175852
-3.8497163291841257,-1.1160884926701033,-1.908918011377033
-3.943832962163966,-1.0669183972729213,-1.9284909011397595
-4.005782900035588,-1.028386012789271,-1.929839001951889
-4.096225450846196,-0.9922735991721751,-1.9469199100319452
-4.16270026145971,-0.9681436433525665,-1.9501956891262002
-4.277019040514772,-0.9372843009109114,-1.9947372629891034
-4.331104134551166,-0.9149592220351116,-1.9790120684862227
-4.3976362742717585,-0.8840512801480231,-1.9501252349131901
-4.394751441894142,-0.8565731875363146,-1.984475254667796
-4.376031502937234,-0.8328205877835044,-1.933158729283838
-4.355170395041342,-0.8072538205027158,-1.901387011024903
-4.352330605583409,-0.7766131790342852,-1.8967171397909734
-4.366674386782844,-0.7657695846737193,-1.8885762298746074
-4.383962729837407,-0.7532846806159409,-1.8805489958886787
-4.427066357263918,-0.7366128512659168,-1.880860253218742
-3.8415393637949307,-0.6799013393863631,-1.6495282122191843
-3.3916697851426783,-0.6395038919019961,-1.4785668176356204
-3.2893565867676897,-0.6255567188721913,-1.4328055883952402
-3.2146040374567146,-0.6214880044558213,-1.3610630480923211
-3.175627972842991,-0.5966051682142973,-1.3504093976307823
-3.1734253987102785,-0.5864545436339275,-1.356580951257476
-3.1766864711574545,-0.5957520752084221,-1.3636780704616585
-3.2674244248454696,-0.585405266779362,-1.379010097035211
-3.3503806736619945,-0.5935739992500353,-1.3999150992215934
-3.4294551610311137,-0.563471395787457,-1.4362736699491039
-3.4893153737311664,-0.55212196821904,-1.3715305302043064
-3.547708780360445,-0.5958569716158342,-1.3232039591565141
-3.488872315596397,-0.7272862277351927,-1.369968500792717
-3.472243488640512,-0.7850467398901368,-1.4225783714575784
-3.459224105045317,-0.8546423599499637,-1.4166934699406641
-3.515701175168574,-0.8957043942086539,-1.4696203411712592
-3.5376023297885997,-0.9455827618750654,-1.4755142800876806
-3.6405912503647206,-1.0173024311265535,-1.5151937050667037
-3.689733044979144,-1.049620156933192,-1.5851633912982117
-3.7889342725095747,-1.0986774041475482,-1.662294750895176
-3.8505773233175717,-1.1295602601516292,-1.683866229695855
-3.952668166819221,-1.1681106832492187,-1.7752885794034752
-3.993998527832017,-1.187968312542079,-1.783718735837927
-4.021114406026234,-1.2148859204026043,-1.8009762535921539
-4.0608451200185405,-1.2246564129470365,-1.7871611508962328
-4.116787125324881,-1.2440496666277427,-1.8473861590085778
-4.150347131070409,-1.2851723356588056,-1.889059948819206
-4.233517377852719,-1.2993578983860785,-1.9007027453123408
-4.267452080961191,-1.3143530926721743,-1.9150307648943243
-4.258422436691657,-1.3308386558040854,-1.8976776654227254
-4.25981924921596,-1.3424528202172852,-1.9127000617540457
-4.296700990564832,-1.3523439055725792,-1.8993111052494829
-4.289684311562201,-1.3522425997063285,-1.9271370804632426
-4.117636155005815,-1.3659710597786594,-1.857539117489411
-4.01653099802965,-1.3551392224675565,-1.8315900099533688
-3.894051271146762,-1.3761408029209352,-1.7549744371937546
-4.387922037206261,-1.3988823316540038,-1.923114286437975
-4.329735166139483,-1.3912504248365976,-2.0340869615030894
-4.274719936390433,-1.3345668599448182,-2.0288908777354844
-4.159150777131908,-1.2690369742594947,-1.9482389613870077
-4.156957799331798,-1.2195612774739972,-1.9371218571499655
-4.139745055289679,-1.151562014969453,-1.8907029659156085
-4.159644418082885,-1.100672009294723,-1.895772744549808
-4.177972303987234,-1.0459159755918448,-1.8457394161926162
-4.206432003956302,-0.9917040478269931,-1.8268078946663735
-4.274588654928734,-0.9579325129534598,-1.8315787104054206
-4.319357382587362,-0.9326926952244491,-1.8194668597715307
-4.362946044676579,-0.8936758189378499,-1.789809613232683
-4.378374889720335,-0.8483031581802231,-1.8069692237428383
-4.404764397246229,-0.8335226465595547,-1.7622517154586628
-4.4322606855234135,-0.8104969190612147,-1.7747693338496817
-4.4494148915381215,-0.7688857299679642,-1.7587597688463705
-4.448103306404351,-0.7581033282599128,-1.7315383707800382
-4.42352215281959,-0.7294731868297513,-1.7393894227875326
-4.4137339831201645,-0.7158154787613116,-1.7262204294053596
-3.866336183586885,-0.6774068142268883,-1.502681726712156
-3.832694126342758,-0.637853285489343,-1.472634584606343
-3.8424793595317905,-0.6404329123981061,-1.4519546080010683
-3.894908765962769,-0.6205611964966968,-1.480204502539309
-3.9461022087626056,-0.5948768175640257,-1.4993747455263338
-3.8934297537268203,-0.5975766466278922,-1.4332480198129327
-3.8901570197193465,-0.6075840966236282,-1.4328138670511368
-3.8799890759281093,-0.5838446040163502,-1.4718299294402606
-3.877986222728759,-0.5651271485343036,-1.462862362598387
-3.856915106640284,-0.5710956405985388,-1.4123024293225852
-3.822966534984438,-0.5479829226040223,-1.405634785232265
-3.678157647447719,-0.538181258111792,-1.3221403798354598
-3.6655399574556133,-0.5118956922164405,-1.2099642595557876
-3.5772450339942274,-0.5359943102626122,-1.185402201955788
-3.5483194870084502,-0.607262459393737,-1.178055016032257
-3.537583349249051,-0.6643676981003421,-1.2065417788522315
-3.546899345771513,-0.7421069788206477,-1.2537631901454387
-3.620153265190387,-0.8054898174501521,-1.3152444953663098
-3.6465915311196264,-0.8684382687809544,-1.332046320653483
-3.7647311213007297,-0.9262259383009223,-1.3882818756289037
-3.7975225174072476,-0.9785470042212031,-1.4676581619279767
-3.8342678629811178,-1.0113486666251852,-1.4906313152465007
-3.970269701255462,-1.0503440697266793,-1.5555486689469447
-4.0171599834905,-1.078579872950395,-1.5663688370298385
-4.417978464255784,-1.1144007439298111,-1.7438781137858679
-4.403157640267129,-1.1482834401714603,-1.7488070246470575
-4.413670600980918,-1.1872173802702555,-1.7405314653630042
-4.414815616043396,-1.1922508781112333,-1.752308731728538
-4.44211574742751,-1.2350197152781397,-1.763512199747996
-4.477988327219092,-1.2546658307640464,-1.763099093883179
-4.503182304779586,-1.2688382567941712,-1.8099239121112225
-4.511998735589514,-1.2668523978815913,-1.8507482546319833
-4.304039226392698,-1.2796608665830818,-1.7329407712308567
-4.300450264341745,-1.2817235595748238,-1.7553617614901793
-4.333480943620601,-1.3006906060547783,-1.7631825732849606
-4.510436305610516,-1.3228200499762917,-1.8367005602109885
-4.429849063998096,-1.3107052296612114,-1.798676866316772
-4.353542787240306,-1.318538683390242,-1.777895421846718
-4.250257093644292,-1.3114678756864733,-1.7288793739577846
-4.2162587260606434,-1.3293307684762399,-1.735372513027749
-4.193123564083527,-1.3328878469742378,-1.7418690865979507
-4.172387357270815,-1.337110515178432,-1.7219130276394479
-4.14256953110215,-1.3275988911536836,-1.7887254984220016
-4.156475409286935,-1.3107796782913372,-1.797864137382261
-4.195453300845449,-1.2415478796975359,-1.8104741906760304
-4.25956204691805,-1.1876927262739099,-1.7876651099178147
-4.317857058537786,-1.1279274235822079,-1.7715680406406564
-4.408454015486357,-1.0763234112461395,-1.8096047955599073
-4.460091546149449,-1.016969830340577,-1.795952261927595
-4.560573997383547,-0.9773169843939183,-1.7944191861829994
-4.610743694530372,-0.9353429454630051,-1.7884684128407977
-4.678045187317003,-0.9136744082166064,-1.789731712052047
-4.737998017966674,-0.8581434070002465,-1.8125031064098438
-4.807638236912998,-0.841848779941873,-1.7877051390113146
-4.821629201096416,-0.8127460126320125,-1.7836922518779175
-4.864904385121557,-0.7511264806945573,-1.7738127034005071
-4.877970313019035,-0.7281757771226657,-1.7393358217208283
-4.891456270551704,-0.6979104716025594,-1.7471292083686407
-4.913741893526482,-0.6954479569831509,-1.7173380442837491
-4.9266077998945885,-0.6940739933630463,-1.732830088611622
-4.7576534843010485,-0.6532965581165804,-1.6938846508398253
-4.776272424335414,-0.634147736148406,-1.6486402010621317
-4.79592431706932,-0.6237586183026174,-1.66153211973992
-4.810737933301574,-0.630286820274945,-1.6400847636027178
-4.25121290177926,-0.5823396339586351,-1.4376226973741455
-3.9515854450582855,-0.5502754754745913,-1.2969068001927424
-3.6379567262685746,-0.4988084191731164,-1.157426961669564
-3.6130701163819667,-0.49541429167018153,-1.0448914737667163
-3.617232083319192,-0.49234414265475857,-1.0082225595838719
-3.6371579126492937,-0.5618294824899658,-1.0838027372429087
-3.6534697127193088,-0.6497326831337066,-1.093070042120051
-3.7074081995224692,-0.7173601199681757,-1.1699376952191685
-3.7404137703311733,-0.7779773105802475,-1.2039581212729453
-3.8724415245060984,-0.8509658022608578,-1.2561630246917066
-3.9148571128030145,-0.9018022607239802,-1.2694890961541156
-3.9408061781716457,-0.9516191680074927,-1.374958729483591
-4.248376127628918,-0.9964849049613067,-1.5038041607899024
-4.235086067766713,-1.0286495555131623,-1.5355018975758115
-4.245906900600408,-1.0693914476256765,-1.4806910559667932
-3.911611321752711,-1.0885048053284243,-1.366150679636676
-3.9039748496411395,-1.1062908286548103,-1.4133074492863258
-3.934403559710215,-1.1077401381812217,-1.4300896294014875
-4.031087003603504,-1.1604169043155912,-1.4884379043134806
-4.1083449370680825,-1.1873091536759508,-1.5068587847227926
-4.139221035129476,-1.1995737787871248,-1.558790730480436
-4.411626377258856,-1.2393084284367977,-1.6579877181714098
-4.4280224267389405,-1.2589274466818456,-1.6319134804551214
-4.481072319674273,-1.2463242551151665,-1.664475943098031
-4.497386997642415,-1.2634820002188591,-1.6909635406034396
-4.527164346903668,-1.2778204780877425,-1.659112950751812
-4.519433570565217,-1.2904378717442724,-1.6771141434825068
-4.505848465719032,-1.2942541841184954,-1.6751983372324024
-4.502752362126888,-1.3016527312978026,-1.6605774810678764
-4.280377320149865,-1.2986958210135737,-1.6016069107980802
-4.232488014813932,-1.304780213406239,-1.5668079569591653
-4.212353646286751,-1.3098742765071225,-1.5736230646305016
-4.371606328524142,-1.23164328867936,-1.750709692528702
-4.423610388638732,-1.1884434539120474,-1.7049271795915233
-4.467544523549831,-1.1196948480472975,-1.7028566868276656
-4.292224905991328,-0.9715396161316486,-1.5959294993335098
-4.37185133841796,-0.942479479879301,-1.5659526738374978
-4.402322504065456,-0.9047858289127498,-1.5713641094034558
-4.482786952105793,-0.8663480787186432,-1.5745719775650533
-4.588480144913074,-0.8075842620937657,-1.5383664619814514
-4.658649702529747,-0.7897994984882788,-1.5727133801830528
-4.702611985414137,-0.7609240890428322,-1.5958520952881154
-4.789366962988608,-0.7501775486576289,-1.58881527760843
-4.809849373992665,-0.7161695041248901,-1.6121215458285951
-4.983955841771574,-0.6980966371576799,-1.6804026934889071
-4.995134294498348,-0.6794343980908081,-1.6699318713277116
-4.817670198740938,-0.6653440068805414,-1.54619931552557
-4.924302424377736,-0.6458479531758576,-1.5763597088415955
-4.858318210819779,-0.6281604198611576,-1.5505874036480716
-4.852739144228448,-0.61162640395543,-1.5400114463939376
-4.631090571425692,-0.5889472092928367,-1.44087683475412
-4.622225992881356,-0.581199564312818,-1.4476791150296788
-4.773373822008721,-0.5717858148894166,-1.506672732017806
-4.773759215638841,-0.5554739348639196,-1.4808137824657177
